EJER;CCAA;PROV;SEXO;MODELO;M190_P1;M190_P2;M190_P3
2010;14;30;1;190;156133;1619562240,7000000;138301,0002500
2010;14;30;2;190;147066;1137070331,5700000;130921,0001500
2010;17;26;1;190;44231;504467420,1100000;38501,0001200
2010;17;26;2;190;38882;325346192,0400000;33703,9999900
2010;77;99;1;190;11065;162641232,3800000;9653,0001000
2010;77;99;2;190;10771;101481183,4100000;9444,0001200
2009;1;4;1;190;58578;556773029,8000000;53614,0000700
2009;1;4;2;190;59515;433123749,9300000;53895,9998700
2009;1;11;1;190;140243;1596423191,9700000;119091,9997300
2009;1;11;2;190;109609;890839366,8900000;97735,0003700
2009;1;14;1;190;96777;980814223,7300000;87945,0004000
2009;1;14;2;190;96486;755068522,7900000;88491,9999700
2009;1;18;1;190;104889;1107707524,6800000;95582,9998800
2009;1;18;2;190;105259;856272147,2500000;96322,0000700
2009;1;21;1;190;59889;653895945,3900000;54035,0001000
2009;1;21;2;190;53242;399812914,1400000;48760,0000100
2009;1;23;1;190;87303;854046266,7900000;79835,0000600
2009;1;23;2;190;74391;563257973,2600000;68267,9999800
2009;1;29;1;190;147246;1606205962,2900000;132337,9999200
2009;1;29;2;190;141296;1151609676,0800000;127302,0001800
2009;1;41;1;190;213423;2365960806,9200000;191310,0001200
2009;1;41;2;190;207106;1668323834,5300000;188587,9997200
2009;2;22;1;190;34432;371345302,5100000;30083,0000600
2009;2;22;2;190;28048;228081430,9200000;24510,9998600
2009;2;44;1;190;23842;264347433,5200000;20890,0000000
2009;2;44;2;190;18712;150134910,2300000;16541,9997500
2009;2;50;1;190;130112;1691948017,5600000;113831,9992200
2009;2;50;2;190;116583;1018436230,9500000;103286,0001300
2009;3;33;1;190;254236;2996274120,1300000;165674,0164600
2009;3;33;2;190;186307;1503923482,4600000;147095,9912300
2009;4;7;1;190;102635;1123002625,3500000;91522,9995600
2009;4;7;2;190;106724;855136376,4600000;96324,0003700
2009;5;35;1;190;92517;1006888355,2900000;83544,9998500
2009;5;35;2;190;82916;677392783,8700000;75877,0000000
2009;5;38;1;190;82687;864074818,0500000;74114,9999200
2009;5;38;2;190;77083;624495889,3300000;70671,0000200
2009;6;39;1;190;87429;1064642329,3800000;72232,9999700
2009;6;39;2;190;81255;666315430,0000000;68774,0002800
2009;7;5;1;190;27831;273014470,3900000;24251,9998600
2009;7;5;2;190;20386;161690594,3600000;17962,9999200
2009;7;9;1;190;55740;682278886,1700000;48589,0001100
2009;7;9;2;190;48576;409955502,0400000;42954,0000400
2009;7;24;1;190;84762;1040884006,9900000;74931,0002000
2009;7;24;2;190;76732;662691551,4100000;69117,9996700
2009;7;34;1;190;27929;312082566,7600000;23864,0000900
2009;7;34;2;190;23066;195115665,3600000;20389,0001200
2009;7;37;1;190;53072;578451834,7900000;46526,9999500
2009;7;37;2;190;43688;370395426,5100000;38579,9998300
2009;7;40;1;190;22451;243046151,7100000;19858,9998500
2009;7;40;2;190;18150;150336298,2200000;15970,0001300
2009;7;42;1;190;15520;160855811,5600000;13521,9998200
2009;7;42;2;190;12773;106117524,6300000;11210,9998800
2009;7;47;1;190;76624;954390168,1700000;64451,0000000
2009;7;47;2;190;57561;503201850,2500000;50522,9997600
2009;7;49;1;190;34311;345507944,2000000;30849,0000000
2009;7;49;2;190;27358;220504505,7200000;24641,0000900
2009;8;2;1;190;48729;484110507,4100000;44585,9999500
2009;8;2;2;190;37005;285469186,7700000;33467,9999100
2009;8;13;1;190;69724;729735884,5700000;62961,0000800
2009;8;13;2;190;49923;391056979,1200000;44933,0000100
2009;8;16;1;190;32083;303222642,6300000;29353,9998300
2009;8;16;2;190;22263;172007313,2300000;19978,9999200
2009;8;19;1;190;28074;319302728,2000000;24537,9995900
2009;8;19;2;190;20964;167151469,5400000;18386,9999500
2009;8;45;1;190;78767;772868542,4100000;71544,0000400
2009;8;45;2;190;56729;422310231,2400000;51586,9997800
2009;9;8;1;190;689136;8803235215,9700000;593492,9998700
2009;9;8;2;190;728333;6402484282,6700000;657753,0005900
2009;9;17;1;190;81861;900012791,2600000;72156,0002700
2009;9;17;2;190;84905;704388606,4000000;77035,9998900
2009;9;25;1;190;58934;578827023,5000000;49866,0000700
2009;9;25;2;190;56118;435842467,7800000;50140,0002500
2009;9;43;1;190;96323;1084775447,6600000;82488,0001700
2009;9;43;2;190;89785;701455166,0100000;79792,0003300
2009;10;3;1;190;175143;1835206210,2600000;157235,0001900
2009;10;3;2;190;169671;1314144603,4500000;151854,0003500
2009;10;12;1;190;70516;755319258,8700000;63815,9998500
2009;10;12;2;190;69817;546735593,9800000;63056,0000300
2009;10;46;1;190;311029;3421809614,5800000;273115,0001700
2009;10;46;2;190;297386;2380191736,5300000;264702,9992500
2009;11;6;1;190;84259;799425453,2800000;77308,9999500
2009;11;6;2;190;68194;519614527,7800000;61810,9998800
2009;11;10;1;190;57615;570523047,0300000;52680,9999800
2009;11;10;2;190;48976;386538070,8400000;44569,9999400
2009;12;15;1;190;176971;1833403079,0100000;147123,9994300
2009;12;15;2;190;170767;1319404626,9800000;151430,9999000
2009;12;27;1;190;62081;591620384,3400000;56079,0000200
2009;12;27;2;190;67897;536032227,0000000;62375,9998200
2009;12;32;1;190;56974;520711199,1900000;51750,0000800
2009;12;32;2;190;60646;470369398,6900000;55585,0000600
2009;12;36;1;190;126157;1341152843,4800000;113810,0001200
2009;12;36;2;190;134801;1028930650,0900000;121161,9998300
2009;13;28;1;190;681966;9473981632,2900000;561762,0008800
2009;13;28;2;190;682315;6347255644,5500000;575152,9999000
2009;14;30;1;190;150835;1535563376,8400000;131894,9997000
2009;14;30;2;190;141664;1082794722,9000000;127184,0000400
2009;17;26;1;190;44046;480339150,2300000;38114,0002100
2009;17;26;2;190;38497;311641930,4200000;33390,0001000
2009;77;99;1;190;10951;157420648,9800000;9469,9999100
2009;77;99;2;190;10737;97789396,9300000;9425,9999700
